question_id,system_declared,system_code,discipline_code,discipline_name,topic_declared,subtopic_declared,learning_objective_declared,keywords,difficulty_declared,integrative_declared,integrated_disciplines_declared,clinical_correlation_declared,has_image,editorial_status,curricular_mapping_status,medical_audit_status
CB-HIST-066,LOCO,LOCO,HIST,Histologia,Tecido cartilaginoso,Tipos de cartilagem,"Reconhecer as características da cartilagem (condrócitos, matriz, avascular) e seus tipos.",cartilagem | condrocitos | avascular | cartilagem hialina,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-067,REPRO,REPRO,HIST,Histologia,Sistema reprodutor feminino,Tuba uterina,Reconhecer o epitélio ciliado e o músculo da tuba uterina no transporte do óvulo.,tuba uterina | celulas ciliadas | musculo liso | fecundacao,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-068,RESP,RESP,HIST,Histologia,Vias aéreas,Epitélio respiratório,"Reconhecer o epitélio respiratório (ciliado, com muco) e o mecanismo mucociliar de limpeza do ar.",epitelio respiratorio | cilios | muco | elevador mucociliar,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-069,LOCO,LOCO,HIST,Histologia,Tecido muscular,Músculo esquelético,"Reconhecer a histologia do músculo esquelético (fibras estriadas multinucleadas, sarcômeros).",musculo esqueletico | estriado | sarcomero | actina e miosina,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-070,REPRO,REPRO,HIST,Histologia,Sistema reprodutor masculino,Testículo,Reconhecer a organização do testículo (túbulos seminíferos e células de Leydig) e suas funções.,testiculo | tubulos seminiferos | celulas de leydig | espermatogenese,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-071,ENDO,ENDO,HIST,Histologia,Glândulas endócrinas,Tireoide,Reconhecer a organização da tireoide em folículos com coloide e o armazenamento do hormônio.,tireoide | foliculos | coloide | tireoglobulina,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-072,TEG,TEG,HIST,Histologia,Pele,Camadas da epiderme,Reconhecer a organização em camadas e a renovação contínua da epiderme.,epiderme | queratinocitos | camada basal | camada cornea,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-073,HEMATO,HEMATO,HIST,Histologia,Tecido hematopoético,Medula óssea,Reconhecer a medula óssea como local da hematopoiese e diferenciá-la da medula espinhal.,medula ossea | hematopoiese | celulas-tronco | medula vermelha,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-074,RESP,RESP,HIST,Histologia,Epitélios,Epitélio respiratório,Reconhecer o epitélio respiratório e o sistema mucociliar como defesa das vias aéreas.,epitelio respiratorio | cilios | muco | sistema mucociliar,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-075,RENAL,RENAL,HIST,Histologia,Sistema urinário,Néfron,Reconhecer a organização histológica do néfron (corpúsculo renal e túbulos).,nefron | glomerulo | tubulos renais | filtracao,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-076,IMUNO,IMUNO,HIST,Histologia,Órgãos linfoides,Linfonodo,Reconhecer a histologia do linfonodo e sua função de filtrar a linfa e montar a defesa.,linfonodo | linfa | linfocitos | resposta imune,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-077,LOCO,LOCO,HIST,Histologia,Tecido conjuntivo,Tecido ósseo,"Reconhecer a organização do tecido ósseo (células, matriz mineralizada, remodelação).",tecido osseo | osteocitos | matriz ossea | remodelacao ossea,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-078,TEG,TEG,HIST,Histologia,Epitélios,Epiderme,"Reconhecer a organização histológica da epiderme (epitélio estratificado, renovação, queratina).",epiderme | epitelio estratificado | queratina | barreira cutanea,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-079,REPRO,REPRO,HIST,Histologia,Sistema reprodutor,Túbulos seminíferos,Reconhecer a organização histológica do testículo (túbulos seminíferos e células intersticiais).,testiculo | tubulos seminiferos | espermatogenese | celulas de Leydig,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-080,DIG,DIG,HIST,Histologia,Sistema digestivo,Camadas do tubo digestivo,Reconhecer o plano de camadas da parede do tubo digestivo.,tubo digestivo | mucosa | muscular | camadas,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-081,IMUNO,IMUNO,HIST,Histologia,Órgãos linfoides,Baço,Reconhecer a organização do baço (polpa vermelha e branca) e suas funções.,baco | polpa vermelha | polpa branca | orgaos linfoides,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-HIST-082,CARDIO,CARDIO,HIST,Histologia,Sistema vascular,Parede dos vasos,Reconhecer a estrutura da parede dos vasos e por que a artéria é mais espessa.,vasos sanguineos | arteria | veia | camadas da parede,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-001,IMUNO,IMUNO,IMUN,Imunologia,Apresentação antigênica,MHC I e linfócito CD8,"Antígeno de dentro da célula (viral) vai no MHC I e é visto pelo CD8+ citotóxico, que mata a célula infectada.",MHC classe I | CD8 | citotóxico | apresentação antigênica | antígeno endógeno,intermediaria,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-002,IMUNO,IMUNO,IMUN,Imunologia,Hipersensibilidade,Tipo I e anafilaxia,"Anafilaxia é hipersensibilidade tipo I: IgE mais mastócitos liberam histamina, causando vasodilatação, broncoespasmo e edema em minutos.",hipersensibilidade tipo I | IgE | mastócito | histamina | anafilaxia,intermediaria,True,IMUN | FISI,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-003,IMUNO,IMUNO,IMUN,Imunologia,Imunidade,Inata e adaptativa,"A imunidade adaptativa é específica e tem memória, a base das vacinas; a inata é rápida e inespecífica, sem memória.",imunidade adaptativa | memória imunológica | imunidade inata | especificidade | vacina,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-004,IMUNO,IMUNO,IMUN,Imunologia,Imunidade humoral,Funcoes dos anticorpos,"Anticorpos: neutralizam o patogeno, opsonizam para a fagocitose e ativam o complemento.",anticorpo | neutralizacao | opsonizacao | complemento | linfocito B,intermediaria,True,IMUN | MICR,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-005,IMUNO,IMUNO,IMUN,Imunologia,Complemento,Funcoes do complemento,"Complemento: opsonizacao, recrutamento inflamatorio e lise pelo complexo de ataque a membrana (MAC).",complemento | opsonizacao | complexo de ataque a membrana | Neisseria | imunidade inata,intermediaria,True,IMUN | MICR,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-006,IMUNO,IMUNO,IMUN,Imunologia,Vacinas,Atenuada e inativada,"Atenuada: agente vivo enfraquecido (resposta forte, cautela em imunossuprimidos); inativada: agente morto ou partes dele.",vacina atenuada | vacina inativada | imunossuprimido | memoria imunologica | imunizacao,intermediaria,True,IMUN | SC,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-007,IMUNO,IMUNO,IMUN,Imunologia,Autoimunidade,Perda de tolerancia,"Autoimunidade: perda da tolerancia ao proprio, com linfocitos e anticorpos que atacam o organismo.",autoimunidade | tolerancia imunologica | autoanticorpo | lupus | linfocito autorreativo,intermediaria,True,IMUN | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-008,IMUNO,IMUNO,IMUN,Imunologia,Hipersensibilidade,Tipo I e anafilaxia,"Hipersensibilidade tipo I: IgE em mastocitos libera histamina, causando reacao imediata (ate anafilaxia); trata-se com adrenalina.",hipersensibilidade tipo I | IgE | mastocito | histamina | anafilaxia,intermediaria,True,IMUN | FARM,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-009,IMUNO,IMUNO,IMUN,Imunologia,MHC,Apresentacao antigenica,MHC I: antigenos intracelulares a CD8 (citotoxicos); MHC II: extracelulares a CD4 (auxiliares).,MHC I | MHC II | CD8 | CD4 | apresentacao antigenica,avancada,True,IMUN | BCM,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-010,IMUNO,IMUNO,IMUN,Imunologia,Imunidade,Inata e adaptativa,"Inata: rapida, inespecifica, sem memoria. Adaptativa: especifica, mais lenta, com memoria (base das vacinas).",imunidade inata | imunidade adaptativa | memoria imunologica | especificidade | linfocitos,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-011,REPRO,REPRO,IMUN,Imunologia,Aloimunizacao,Doenca hemolitica do recem-nascido,Doenca hemolitica do RN: mae Rh negativo sensibilizada produz anti-Rh que cruzam a placenta e lisam hemacias fetais; previne-se com anti-D.,aloimunizacao | Rh | doenca hemolitica do recem-nascido | imunoglobulina anti-D | hemolise,intermediaria,True,IMUN | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-012,IMUNO,IMUNO,IMUN,Imunologia,Sistema complemento,Funções do complemento,"Complemento: opsoniza, lisa (MAC) microrganismos e amplifica a inflamação; sua deficiência predispõe a infecções.",complemento | opsonizacao | MAC | inflamacao | imunidade inata,intermediaria,True,IMUN | MICR,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-013,IMUNO,IMUNO,IMUN,Imunologia,Imunização,Imunidade ativa versus passiva,"Ativa: o corpo produz a resposta e memória (vacina/infecção), duradoura. Passiva: anticorpos prontos (soro/leite), imediata mas temporária.",imunidade ativa | imunidade passiva | vacina | anticorpos | memoria imunologica,intermediaria,True,IMUN | SC,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-014,IMUNO,IMUNO,IMUN,Imunologia,Anticorpos,Classes de imunoglobulinas,"IgM (primeira), IgG (secundária, placenta), IgA (mucosas/leite), IgE (alergias/parasitas).",imunoglobulinas | IgG | IgM | IgA | IgE,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-016,IMUNO,IMUNO,IMUN,Imunologia,Memória imunológica,Resposta primária e secundária,"Memória imunológica: a resposta primária gera células de memória; a secundária é mais rápida, forte e específica (base do reforço vacinal).",memoria imunologica | resposta primaria | resposta secundaria | vacina | reforco,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-017,IMUNO,IMUNO,IMUN,Imunologia,Linfócitos T,CD4 (auxiliar) e CD8 (citotóxico),T CD4 (auxiliares): coordenam a resposta imune. T CD8 (citotóxicos): matam células infectadas/tumorais.,linfocito T CD4 | linfocito T CD8 | auxiliar | citotoxico | HIV,avancada,True,IMUN | MICR,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-018,Tegumentar,TEG,IMUN,Imunologia,Hipersensibilidade,Tipo I (imediata),"Reconhecer a hipersensibilidade tipo I (IgE, mastócitos, histamina) na alergia imediata.",hipersensibilidade tipo I | IgE | mastocito | histamina | alergia,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-019,Imunológico,IMUNO,IMUN,Imunologia,Imunidade adaptativa,Memória imunológica,Compreender a memória imunológica e o papel dos linfócitos de memória na resposta secundária.,memoria imunologica | linfocito de memoria | resposta secundaria | vacina,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-020,Tegumentar,TEG,IMUN,Imunologia,Imunidade inata,Barreiras e resposta inespecífica,Caracterizar a imunidade inata como primeira linha rápida e inespecífica de defesa.,imunidade inata | barreiras | fagocitose | inespecifica,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-021,Respiratório,RESP,IMUN,Imunologia,Anticorpos,Classes de imunoglobulinas,Associar IgM à fase aguda inicial e IgG à resposta tardia e de memória.,IgM | IgG | imunoglobulinas | memoria imunologica,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-022,Tegumentar,TEG,IMUN,Imunologia,Hipersensibilidade,Tipo IV (tardia),"Reconhecer a hipersensibilidade tipo IV (tardia, mediada por células T) na dermatite de contato.",hipersensibilidade tipo IV | dermatite de contato | linfocito T | reacao tardia,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-023,IMUNO,IMUNO,IMUN,Imunologia,Imunidade inata,Sistema complemento,"Reconhecer as funções do complemento: opsonização, quimiotaxia e complexo de ataque à membrana.",complemento | opsonizacao | quimiotaxia | complexo de ataque a membrana,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-024,HEMATO,HEMATO,IMUN,Imunologia,Imunidade adaptativa,Linfócitos T CD4 e CD8,Distinguir linfócitos T CD4 (auxiliar) e CD8 (citotóxico) e suas funções.,linfocito T CD4 | linfocito T CD8 | auxiliar | citotoxico,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-025,TEG,TEG,IMUN,Imunologia,Imunidade inata,Barreiras e fagocitose,"Reconhecer a imunidade inata como defesa inespecífica e imediata (barreiras, fagocitose).",imunidade inata | barreiras | fagocitose | inespecifica,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-026,RESP,RESP,IMUN,Imunologia,Imunidade adaptativa,Anticorpos (função),"Reconhecer a origem (linfócitos B) e a função dos anticorpos (ligar antígenos, neutralizar, marcar).",anticorpos | linfocito B | plasmocito | antigeno,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-027,RESP,RESP,IMUN,Imunologia,Hipersensibilidade,Hipersensibilidade tipo I (alergia),"Reconhecer a hipersensibilidade tipo I e seu mecanismo (IgE, mastócitos, histamina).",hipersensibilidade tipo I | IgE | mastocitos | histamina,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-028,IMUNO,IMUNO,IMUN,Imunologia,Imunodeficiências,Primária x secundária,Classificar imunodeficiências em primárias (herdadas) e secundárias (adquiridas).,imunodeficiencia primaria | imunodeficiencia secundaria | HIV | imunossupressao,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-029,TEG,TEG,IMUN,Imunologia,Imunização,Memória imunológica e vacinas,Compreender que as vacinas exploram a memória imunológica para proteção futura.,vacina | memoria imunologica | resposta secundaria | imunizacao,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-030,CARDIO,CARDIO,IMUN,Imunologia,Imunidade inata,Sistema complemento,"Reconhecer as principais funções do complemento (opsonização, inflamação, lise).",complemento | opsonizacao | complexo de ataque a membrana | imunidade inata,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-031,REPRO,REPRO,IMUN,Imunologia,Imunidade adaptativa,Anticorpos (imunoglobulinas),Reconhecer a IgG como a imunoglobulina mais abundante e a que atravessa a placenta.,IgG | imunoglobulinas | placenta | imunidade passiva,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-032,RESP,RESP,IMUN,Imunologia,Hipersensibilidade,Hipersensibilidade tipo I (imediata),Reconhecer a alergia imediata como hipersensibilidade tipo I mediada por IgE.,hipersensibilidade tipo I | IgE | mastocitos | alergia,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-033,TEG,TEG,IMUN,Imunologia,Imunização,Imunidade ativa x passiva,"Distinguir imunidade ativa (produção própria, memória) de passiva (anticorpos prontos, temporária).",imunidade ativa | imunidade passiva | vacina | soro,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-034,TEG,TEG,IMUN,Imunologia,Imunidade inata,Barreiras e resposta inata x adaptativa,"Distinguir imunidade inata (rápida, inespecífica, sem memória) de adaptativa (lenta, específica, com memória).",imunidade inata | imunidade adaptativa | barreiras | memoria imunologica,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-035,HEMATO,HEMATO,IMUN,Imunologia,Anticorpos,Função dos anticorpos,Reconhecer os linfócitos B (plasmócitos) como produtores de anticorpos e as funções destes.,anticorpos | linfocitos B | plasmocitos | opsonizacao,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-036,IMUNO,IMUNO,IMUN,Imunologia,Tolerância imunológica,Tolerância central (timo),Compreender a tolerância central dos linfócitos T pela seleção negativa no timo.,tolerancia central | timo | selecao negativa | autoimunidade,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-037,RENAL,RENAL,IMUN,Imunologia,Hipersensibilidade,Tipo III (imunocomplexos),Compreender a hipersensibilidade III (imunocomplexos) e sua relação com a glomerulonefrite.,hipersensibilidade tipo III | imunocomplexos | complemento | glomerulonefrite,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-038,IMUNO,IMUNO,IMUN,Imunologia,Imunização,Imunidade ativa e passiva,"Distinguir imunização ativa (vacinas, com memória) de passiva (anticorpos prontos, sem memória).",vacinas | imunizacao ativa | imunizacao passiva | memoria imunologica,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-039,IMUNO,IMUNO,IMUN,Imunologia,Anticorpos,Classes de imunoglobulinas,"Conhecer as classes de imunoglobulinas (IgG, IgM, IgA, IgE) e suas funções.",imunoglobulinas | IgG | IgM | IgA,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-040,IMUNO,IMUNO,IMUN,Imunologia,Órgãos linfoides,Primários e secundários,Distinguir os órgãos linfoides primários (maturação) dos secundários (resposta).,orgaos linfoides | timo | medula ossea | linfonodos,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-041,TEG,TEG,IMUN,Imunologia,Hipersensibilidade,Tipo IV (tardia),"Compreender a hipersensibilidade tipo IV (linfócitos T, tardia) com o exemplo da dermatite de contato.",hipersensibilidade tipo IV | linfocitos T | dermatite de contato | tardia,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-042,IMUNO,IMUNO,IMUN,Imunologia,Conceitos fundamentais,Antígeno e anticorpo,Distinguir antígeno (alvo estranho) de anticorpo (proteína específica de defesa).,antigeno | anticorpo | linfocitos B | especificidade,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-043,IMUNO,IMUNO,IMUN,Imunologia,Imunidade inata,Sistema complemento,Reconhecer o sistema complemento (proteínas) e suas funções na defesa.,complemento | imunidade inata | opsonizacao | cascata,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-044,TEG,TEG,IMUN,Imunologia,Imunidade inata,Barreira cutânea,"Reconhecer a pele como primeira linha de defesa (barreiras física e química, imunidade inata).",barreira cutanea | imunidade inata | camada cornea | microbiota,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-045,IMUNO,IMUNO,IMUN,Imunologia,Conceitos fundamentais,Imunidade inata e adaptativa,"Distinguir a imunidade inata (imediata, inespecífica) da adaptativa (específica, com memória).",imunidade inata | imunidade adaptativa | memoria imunologica | especificidade,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-046,IMUNO,IMUNO,IMUN,Imunologia,Imunização,Como as vacinas funcionam,Compreender como as vacinas geram memória imunológica e previnem doenças.,vacinas | memoria imunologica | imunidade adaptativa | antigeno,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-047,IMUNO,IMUNO,IMUN,Imunologia,Hipersensibilidade,Tipo I (alergia),"Compreender a hipersensibilidade tipo I (IgE, mastócitos, histamina) na alergia imediata.",hipersensibilidade tipo I | IgE | mastocitos | histamina,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-IMUN-048,ENDO,ENDO,IMUN,Imunologia,Autoimunidade,Tireoidite autoimune,Compreender a autoimunidade e seus efeitos sobre a tireoide.,autoimunidade | tolerancia imunologica | tireoidite | hipotireoidismo,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-001,RESP,RESP,MICR,Microbiologia,Fatores de virulência,Cápsula do pneumococo,Cápsula do pneumococo é antifagocítica (evade a imunidade inata); é o fator de virulência e o alvo das vacinas.,cápsula | pneumococo | fagocitose | virulência | vacina conjugada,intermediaria,True,MICR | IMUN,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-002,DIG,DIG,MICR,Microbiologia,Toxinas bacterianas,Toxina colérica,"Toxina colérica mantém a adenilato ciclase ativa, eleva o AMPc e causa secreção de cloreto e água: diarreia secretora.",toxina colérica | adenilato ciclase | AMPc | diarreia secretora | Vibrio cholerae,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-003,TEG,TEG,MICR,Microbiologia,Estrutura bacteriana,Gram-positivas e Gram-negativas,"Gram-positiva tem peptidoglicano espesso (retém o cristal violeta, fica roxa) e é alvo dos betalactâmicos; Gram-negativa é fina com LPS (rosa).",Gram-positiva | peptidoglicano | cristal violeta | betalactâmico | parede celular,intermediaria,True,MICR | FARM,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-004,DIG,DIG,MICR,Microbiologia,Diagnóstico microbiológico,Coloração de Gram,A coloração de Gram diferencia a parede: Gram-positiva (peptidoglicano espesso) e Gram-negativa (parede fina com membrana externa).,coloração de Gram | parede celular | Gram-positiva | Gram-negativa | diagnóstico,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-005,RESP,RESP,MICR,Microbiologia,Virologia,Antibiotico e virus,Antibiotico nao trata virus: age em alvos bacterianos que o virus nao tem; o virus usa a celula hospedeira para se replicar.,virus | antibiotico | antiviral | replicacao viral | resistencia,intermediaria,True,MICR | FARM,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-006,DIG,DIG,MICR,Microbiologia,Virologia,Hepatite B,"Hepatite B: transmissao por sangue, sexual e vertical, prevenivel por vacina. (Hepatite A e fecal-oral.)",hepatite B | transmissao | vacina | vertical | HBV,intermediaria,True,MICR | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-007,RENAL,RENAL,MICR,Microbiologia,Bacterias,Infeccao urinaria,E. coli e a principal causa de ITU: vem da flora intestinal e adere por fimbrias; a uretra curta favorece na mulher.,Escherichia coli | infeccao urinaria | fimbrias | urotelio | cistite,intermediaria,True,MICR | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-008,TEG,TEG,MICR,Microbiologia,Fungos,Dermatofitose,Tinea (dermatofitose): fungo dermatofito que consome queratina; o KOH mostra hifas.,dermatofito | tinea | queratina | KOH | hifa,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-MICR-009,DIG,DIG,MICR,Microbiologia,Bacterias,Helicobacter pylori,"H. pylori produz urease (gera amonia, neutraliza o acido) e coloniza a mucosa, causando ulcera.",Helicobacter pylori | urease | ulcera peptica | gastrite | amonia,intermediaria,True,MICR | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
